Theory	SID	TID	Binding	NLSentence	OrigSentences	Triple/RuleIDs	Triples/Rule
AttNoneg183-theory	sent2	578	Charlie	Charlie is blue from ink he spilled on himself while being kind and helping some children paint.	Charlie is kind. Charlie is blue. 	triple5 triple6 	("Charlie" "is" "kind" "+") ("Charlie" "is" "blue" "+") 
AttNoneg183-theory	sent3	260	Gary	Gary vowed to always be rough, cold, blue, and big as possible.	Gary is rough. Gary is cold. Gary is blue. Gary is big. 	triple7 triple8 triple9 triple10 	("Gary" "is" "rough" "+") ("Gary" "is" "cold" "+") ("Gary" "is" "blue" "+") ("Gary" "is" "big" "+") 
AttNoneg183-theory	sent4	268	Harry	In the snow sits Harry, crying from being cold.	Harry is cold. 	triple11 	("Harry" "is" "cold" "+") 
AttNoneg183-theory	sent5	1104		Kind and young people are round.	If someone is young and kind then they are round.	rule1	((("someone" "is" "young" "+") ("someone" "is" "kind" "+")) -> ("someone" "is" "round" "+"))
AttNoneg183-theory	sent6	1127		Big and round people who arent cold, tend to be very kind.	If someone is cold and big and round then they are kind.	rule2	((("someone" "is" "cold" "+") ("someone" "is" "big" "+") ("someone" "is" "round" "+")) -> ("someone" "is" "kind" "+"))
AttNoneg183-theory	sent7	1392		It is true that anyone who is cold while being young and nice is secretly a kind person.	If someone is nice and cold and young then they are kind.	rule3	((("someone" "is" "nice" "+") ("someone" "is" "cold" "+") ("someone" "is" "young" "+")) -> ("someone" "is" "kind" "+"))
AttNoneg183-theory	sent8	1514		When anyone is young, red and green, you know they'll also be blue.	If someone is red and young and green then they are blue.	rule4	((("someone" "is" "red" "+") ("someone" "is" "young" "+") ("someone" "is" "green" "+")) -> ("someone" "is" "blue" "+"))
AttNoneg183-theory	sent9	1804		All the kind people in blue were young.	If someone is blue and kind then they are young.	rule5	((("someone" "is" "blue" "+") ("someone" "is" "kind" "+")) -> ("someone" "is" "young" "+"))
AttNoneg183-theory	sent10	2053		You can see that cold, blue people are round in shape.	If someone is cold and blue then they are round.	rule6	((("someone" "is" "cold" "+") ("someone" "is" "blue" "+")) -> ("someone" "is" "round" "+"))

AttNoneg184-theory	sent1	475	Bob	Young Bob got into a fight that left him with red sores on his face.	Bob is young. Bob is red. 	triple1 triple2 	("Bob" "is" "young" "+") ("Bob" "is" "red" "+") 
AttNoneg184-theory	sent2	321	Dave	Big Dave, the most blue guy I know while also being cold.	Dave is cold. Dave is blue. Dave is big. 	triple3 triple4 triple5 	("Dave" "is" "cold" "+") ("Dave" "is" "blue" "+") ("Dave" "is" "big" "+") 
AttNoneg184-theory	sent3	579	Gary	Gary was in a chemistry lab accident and turned blue and green which is even more obvious due to his round figure.	Gary is round. Gary is green. Gary is blue. 	triple6 triple7 triple8 	("Gary" "is" "round" "+") ("Gary" "is" "green" "+") ("Gary" "is" "blue" "+") 
AttNoneg184-theory	sent4	423	Harry	They always call him rough Harry.	Harry is rough. 	triple9 	("Harry" "is" "rough" "+") 
AttNoneg184-theory	sent5	1110		A person with rough skin who has been standing in the cold will turn red.	If someone is cold and rough then they are red.	rule1	((("someone" "is" "cold" "+") ("someone" "is" "rough" "+")) -> ("someone" "is" "red" "+"))
AttNoneg184-theory	sent6	1583		Blue people who are big tend to be rough.	If someone is blue and big then they are rough.	rule2	((("someone" "is" "blue" "+") ("someone" "is" "big" "+")) -> ("someone" "is" "rough" "+"))
AttNoneg184-theory	sent7	1646		Color anybody red and blue, then make them rough, and they will surely be round.	If someone is blue and rough and red then they are round.	rule3	((("someone" "is" "blue" "+") ("someone" "is" "rough" "+") ("someone" "is" "red" "+")) -> ("someone" "is" "round" "+"))
AttNoneg184-theory	sent8	2178		People who are nice, big, and also rough, are considered red.	If someone is nice and big and rough then they are red.	rule4	((("someone" "is" "nice" "+") ("someone" "is" "big" "+") ("someone" "is" "rough" "+")) -> ("someone" "is" "red" "+"))

AttNoneg185-theory	sent1	578	Alan	Alan is blue from ink he spilled on himself while being kind and helping some children paint.	Alan is kind. Alan is blue. 	triple1 triple2 	("Alan" "is" "kind" "+") ("Alan" "is" "blue" "+") 
AttNoneg185-theory	sent2	417	Charlie	Charlie ate some rotten meat and now feels green.	Charlie is green. 	triple3 	("Charlie" "is" "green" "+") 
AttNoneg185-theory	sent3	610	Fred	Big, cold Fred is a nice young guy who's a bit green about things.	Fred is young. Fred is nice. Fred is green. Fred is cold. Fred is big. 	triple4 triple5 triple6 triple7 triple8 	("Fred" "is" "young" "+") ("Fred" "is" "nice" "+") ("Fred" "is" "green" "+") ("Fred" "is" "cold" "+") ("Fred" "is" "big" "+") 
AttNoneg185-theory	sent4	381	Harry	Harry is young but big for his age and he's cold and red at the moment too.	Harry is young. Harry is red. Harry is cold. Harry is big. 	triple9 triple10 triple11 triple12 	("Harry" "is" "young" "+") ("Harry" "is" "red" "+") ("Harry" "is" "cold" "+") ("Harry" "is" "big" "+") 
AttNoneg185-theory	sent5	769		A green and blue colored person who is young will certainly be big.	If someone is green and young and blue then they are big.	rule1	((("someone" "is" "green" "+") ("someone" "is" "young" "+") ("someone" "is" "blue" "+")) -> ("someone" "is" "big" "+"))
AttNoneg185-theory	sent6	1268		Nice young people who are round are also blue.	If someone is nice and young and round then they are blue.	rule2	((("someone" "is" "nice" "+") ("someone" "is" "young" "+") ("someone" "is" "round" "+")) -> ("someone" "is" "blue" "+"))
AttNoneg185-theory	sent7	1453		If a big, red person with a round figure comes up to you, don't worry, they will be very nice.	If someone is big and round and red then they are nice.	rule3	((("someone" "is" "big" "+") ("someone" "is" "round" "+") ("someone" "is" "red" "+")) -> ("someone" "is" "nice" "+"))
AttNoneg185-theory	sent8	2014		Nice people who are kind, despite their rough skin, are big hearted.	If someone is kind and nice and rough then they are big.	rule4	((("someone" "is" "kind" "+") ("someone" "is" "nice" "+") ("someone" "is" "rough" "+")) -> ("someone" "is" "big" "+"))
AttNoneg185-theory	sent9	2045		A person that is the color red will definitely be round shaped.	If someone is red then they are round.	rule5	((("someone" "is" "red" "+")) -> ("someone" "is" "round" "+"))
AttNoneg185-theory	sent10	2134		I've noticed that big people with blue and green skin tend to be young.	If someone is green and big and blue then they are young.	rule6	((("someone" "is" "green" "+") ("someone" "is" "big" "+") ("someone" "is" "blue" "+")) -> ("someone" "is" "young" "+"))

AttNoneg186-theory	sent1	35	Alan	Alan always goes out of his way to show that he is kind to people.	Alan is kind. 	triple1 	("Alan" "is" "kind" "+") 
AttNoneg186-theory	sent2	133	Charlie	Charlie is a red fellow who habitually looks blue. He's often cold.	Charlie is red. Charlie is cold. Charlie is blue. 	triple2 triple3 triple4 	("Charlie" "is" "red" "+") ("Charlie" "is" "cold" "+") ("Charlie" "is" "blue" "+") 
AttNoneg186-theory	sent3	362	Fred	Fred was born only a few years ago so he is young.	Fred is young. 	triple5 	("Fred" "is" "young" "+") 
AttNoneg186-theory	sent4	230	Gary	Gary can be cold and rough, but also can be nice and kind. Either way, he's big and round.	Gary is round. Gary is rough. Gary is nice. Gary is kind. Gary is cold. Gary is big. 	triple6 triple7 triple8 triple9 triple10 triple11 	("Gary" "is" "round" "+") ("Gary" "is" "rough" "+") ("Gary" "is" "nice" "+") ("Gary" "is" "kind" "+") ("Gary" "is" "cold" "+") ("Gary" "is" "big" "+") 
AttNoneg186-theory	sent5	991		People who are rough are young.	If someone is rough then they are young.	rule1	((("someone" "is" "rough" "+")) -> ("someone" "is" "young" "+"))
AttNoneg186-theory	sent6	1105		Rough and cold and blue people are round.	If someone is rough and blue and cold then they are round.	rule2	((("someone" "is" "rough" "+") ("someone" "is" "blue" "+") ("someone" "is" "cold" "+")) -> ("someone" "is" "round" "+"))
AttNoneg186-theory	sent7	1115		Blue and red people are often rough.	If someone is blue and red then they are rough.	rule3	((("someone" "is" "blue" "+") ("someone" "is" "red" "+")) -> ("someone" "is" "rough" "+"))
AttNoneg186-theory	sent8	1727		Young people who are cold and painted red are usually big and part of the football team.	If someone is cold and red and young then they are big.	rule4	((("someone" "is" "cold" "+") ("someone" "is" "red" "+") ("someone" "is" "young" "+")) -> ("someone" "is" "big" "+"))
AttNoneg186-theory	sent9	1937		A person with the qualities of being cold and being red will also be a person that is green.	If someone is cold and red then they are green.	rule5	((("someone" "is" "cold" "+") ("someone" "is" "red" "+")) -> ("someone" "is" "green" "+"))
AttNoneg186-theory	sent10	2007		If someone seems young, kind, and nice, expect them to be quite round.	If someone is young and kind and nice then they are round.	rule6	((("someone" "is" "young" "+") ("someone" "is" "kind" "+") ("someone" "is" "nice" "+")) -> ("someone" "is" "round" "+"))

AttNoneg187-theory	sent1	417	Bob	Bob ate some rotten meat and now feels green.	Bob is green. 	triple1 	("Bob" "is" "green" "+") 
AttNoneg187-theory	sent2	605	Charlie	Charlie is feeling rough, red, nice, green and also blue.	Charlie is rough. Charlie is red. Charlie is nice. Charlie is green. Charlie is blue. 	triple2 triple3 triple4 triple5 triple6 	("Charlie" "is" "rough" "+") ("Charlie" "is" "red" "+") ("Charlie" "is" "nice" "+") ("Charlie" "is" "green" "+") ("Charlie" "is" "blue" "+") 
AttNoneg187-theory	sent3	647	Dave	Dave is so young and darling he is kind to all the old people on the block.	Dave is young. Dave is kind. 	triple7 triple8 	("Dave" "is" "young" "+") ("Dave" "is" "kind" "+") 
AttNoneg187-theory	sent4	213	Fred	Even though Fred is rough, he nice but cold and blue.	Fred is rough. Fred is nice. Fred is cold. Fred is blue. 	triple9 triple10 triple11 triple12 	("Fred" "is" "rough" "+") ("Fred" "is" "nice" "+") ("Fred" "is" "cold" "+") ("Fred" "is" "blue" "+") 
AttNoneg187-theory	sent5	667		A kind, round person will surely be red as well.	If someone is kind and round then they are red.	rule1	((("someone" "is" "kind" "+") ("someone" "is" "round" "+")) -> ("someone" "is" "red" "+"))
AttNoneg187-theory	sent6	772		A young aged and blue colored person will certainly be round.	If someone is young and blue then they are round.	rule2	((("someone" "is" "young" "+") ("someone" "is" "blue" "+")) -> ("someone" "is" "round" "+"))
AttNoneg187-theory	sent7	904		Young round blue people are also big people.	If someone is round and blue and young then they are big.	rule3	((("someone" "is" "round" "+") ("someone" "is" "blue" "+") ("someone" "is" "young" "+")) -> ("someone" "is" "big" "+"))
AttNoneg187-theory	sent8	991		People who are rough are young.	If someone is rough then they are young.	rule4	((("someone" "is" "rough" "+")) -> ("someone" "is" "young" "+"))
AttNoneg187-theory	sent9	1862		If you meet someone who is young and cold, then will most definitely be red.	If someone is young and cold then they are red.	rule5	((("someone" "is" "young" "+") ("someone" "is" "cold" "+")) -> ("someone" "is" "red" "+"))
AttNoneg187-theory	sent10	1882		When you know someone who's red, rough and nice, you'll also see that they're cold.	If someone is nice and red and rough then they are cold.	rule6	((("someone" "is" "nice" "+") ("someone" "is" "red" "+") ("someone" "is" "rough" "+")) -> ("someone" "is" "cold" "+"))

AttNoneg188-theory	sent1	380	Bob	From a certain angle Bob is blue but he is young so maybe that will go away.	Bob is young. Bob is blue. 	triple1 triple2 	("Bob" "is" "young" "+") ("Bob" "is" "blue" "+") 
AttNoneg188-theory	sent2	640	Dave	Dave is round, dresses in red, but is blue with cold.	Dave is round. Dave is red. Dave is cold. Dave is blue. 	triple3 triple4 triple5 triple6 	("Dave" "is" "round" "+") ("Dave" "is" "red" "+") ("Dave" "is" "cold" "+") ("Dave" "is" "blue" "+") 
AttNoneg188-theory	sent3	469	Fred	Fred is round shaped and green colored.	Fred is round. Fred is green. 	triple7 triple8 	("Fred" "is" "round" "+") ("Fred" "is" "green" "+") 
AttNoneg188-theory	sent4	560	Gary	Gary is a big gentleman who is very nice. He is secretly green with envy.	Gary is nice. Gary is green. Gary is big. 	triple9 triple10 triple11 	("Gary" "is" "nice" "+") ("Gary" "is" "green" "+") ("Gary" "is" "big" "+") 
AttNoneg188-theory	sent5	746		Young people who wear red lipstick are certainly kind.	If someone is red and young then they are kind.	rule1	((("someone" "is" "red" "+") ("someone" "is" "young" "+")) -> ("someone" "is" "kind" "+"))
AttNoneg188-theory	sent6	790		Blue Christmas ornaments are also red.	If someone is blue then they are red.	rule2	((("someone" "is" "blue" "+")) -> ("someone" "is" "red" "+"))
AttNoneg188-theory	sent7	833		You'll always find a young, kind and red person to be a cold person, too.	If someone is kind and young and red then they are cold.	rule3	((("someone" "is" "kind" "+") ("someone" "is" "young" "+") ("someone" "is" "red" "+")) -> ("someone" "is" "cold" "+"))
AttNoneg188-theory	sent8	1036		Cold people who are young and green are actually nice.	If someone is cold and green and young then they are nice.	rule4	((("someone" "is" "cold" "+") ("someone" "is" "green" "+") ("someone" "is" "young" "+")) -> ("someone" "is" "nice" "+"))
AttNoneg188-theory	sent9	1866		Young, kind people have the trait of being cold and are also very nice to interact with.	If someone is cold and young and kind then they are nice.	rule5	((("someone" "is" "cold" "+") ("someone" "is" "young" "+") ("someone" "is" "kind" "+")) -> ("someone" "is" "nice" "+"))
AttNoneg188-theory	sent10	1967		A big person that is tattooed blue will be very nice.	If someone is big and blue then they are nice.	rule6	((("someone" "is" "big" "+") ("someone" "is" "blue" "+")) -> ("someone" "is" "nice" "+"))
AttNoneg188-theory	sent11	2089		Nice people who are big in stature often look rough.	If someone is nice and big then they are rough.	rule7	((("someone" "is" "nice" "+") ("someone" "is" "big" "+")) -> ("someone" "is" "rough" "+"))

AttNoneg189-theory	sent1	120	Alan	Alan, that young round kid, is kind whenever he's blue.	Alan is young. Alan is round. Alan is kind. Alan is blue. 	triple1 triple2 triple3 triple4 	("Alan" "is" "young" "+") ("Alan" "is" "round" "+") ("Alan" "is" "kind" "+") ("Alan" "is" "blue" "+") 
